Team,Name,Torneo,Goals,Succ. dribbles,Tackles,Assists,Accurate passes %,Big chances missed,Total shots,Goal conversion %,Interceptions,Clearances,Errors leading to goal,Big chances created,Accurate passes,Key passes,Saves,Clean sheet,Penalties saved,Saves from inside box,Runs out
Once Caldas,Kevin Villada,Apertura 2024A,0.0,1.0,1.0,0.0,78.57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,,,,,
Atlético Nacional,Kevin Viveros,Apertura 2025A,5.0,3.0,1.0,2.0,73.91,3.0,14.0,35.71,1.0,8.0,0.0,1.0,68.0,8.0,,,,,
Atlético Nacional,Kevin Viveros,Clausura 2024B,3.0,4.0,3.0,0.0,75.44,1.0,25.0,12.0,0.0,3.0,0.0,2.0,86.0,14.0,,,,,
Deportivo La Equidad,Kevin Viveros,Apertura 2024A,8.0,11.0,8.0,0.0,69.27,10.0,60.0,13.33,1.0,6.0,0.0,2.0,142.0,14.0,,,,,
Deportivo Cali,Kevin Viveros,Apertura 2023A,4.0,10.0,5.0,0.0,72.31,6.0,38.0,10.53,0.0,0.0,0.0,2.0,141.0,13.0,,,,,
Atlético Nacional,Kilian Toscano,Apertura 2025A,0.0,1.0,6.0,0.0,80.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,48.0,0.0,,,,,
Atlético Nacional,Kilian Toscano,Clausura 2024B,0.0,2.0,12.0,0.0,86.33,0.0,8.0,0.0,4.0,3.0,0.0,0.0,221.0,2.0,,,,,
Atlético Nacional,Kilian Toscano,Clausura 2023B,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,,,,,
Unión Magdalena,Kleber Díaz,Apertura 2025A,0.0,0.0,2.0,0.0,54.55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,,,,,
Deportivo Cali,Kleiton Cuellar,Apertura 2025A,0.0,0.0,1.0,0.0,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,,,,,
Millonarios,Kliver Moreno,Clausura 2023B,0.0,0.0,2.0,0.0,75.86,0.0,3.0,0.0,1.0,0.0,0.0,0.0,44.0,0.0,,,,,
Millonarios,Kliver Moreno,Apertura 2023A,0.0,1.0,4.0,0.0,83.42,0.0,4.0,0.0,9.0,5.0,0.0,0.0,166.0,2.0,,,,,
Deportivo Pereira,Larry Angulo,Clausura 2023B,1.0,1.0,2.0,0.0,79.66,0.0,3.0,33.33,1.0,2.0,0.0,2.0,47.0,5.0,,,,,
Deportivo Pereira,Larry Angulo,Apertura 2023A,0.0,3.0,8.0,0.0,79.86,0.0,8.0,0.0,5.0,5.0,0.0,0.0,115.0,7.0,,,,,
Atlético Bucaramanga,Larry Vásquez,Apertura 2025A,0.0,0.0,2.0,0.0,87.04,0.0,3.0,0.0,0.0,0.0,0.0,0.0,47.0,1.0,,,,,
Atlético Bucaramanga,Larry Vásquez,Clausura 2024B,0.0,2.0,27.0,1.0,85.38,1.0,4.0,0.0,9.0,20.0,0.0,0.0,397.0,9.0,,,,,
Millonarios,Larry Vásquez,Apertura 2024A,1.0,7.0,29.0,0.0,83.36,2.0,17.0,5.88,9.0,13.0,0.0,0.0,501.0,9.0,,,,,
Millonarios,Larry Vásquez,Clausura 2023B,2.0,4.0,39.0,0.0,87.42,1.0,11.0,18.18,16.0,13.0,0.0,2.0,723.0,13.0,,,,,
Millonarios,Larry Vásquez,Apertura 2023A,0.0,4.0,33.0,0.0,86.16,0.0,10.0,0.0,14.0,19.0,0.0,0.0,635.0,10.0,,,,,
Deportivo Cali,Lautaro Villegas,Apertura 2024A,0.0,1.0,1.0,0.0,81.63,1.0,8.0,0.0,0.0,1.0,0.0,0.0,40.0,1.0,,,,,
Independiente Santa Fe,Leandro Angulo,Apertura 2025A,0.0,0.0,1.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,
Independiente Santa Fe,Leandro Castellanos,Apertura 2023A,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Junior Barranquilla,Leider Berdugo,Apertura 2025A,0.0,0.0,1.0,0.0,77.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,,,,,
Junior Barranquilla,Leider Berdugo,Clausura 2023B,0.0,0.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,,,,,
Junior Barranquilla,Leider Berdugo,Apertura 2023A,0.0,5.0,13.0,1.0,90.17,0.0,8.0,0.0,4.0,2.0,0.0,1.0,211.0,5.0,,,,,
Deportivo La Equidad,Leider Riascos,Apertura 2025A,1.0,4.0,17.0,1.0,70.59,0.0,5.0,20.0,6.0,11.0,0.0,1.0,120.0,4.0,,,,,
Deportivo La Equidad,Leider Riascos,Clausura 2024B,4.0,12.0,28.0,0.0,72.77,0.0,14.0,28.57,13.0,27.0,0.0,0.0,278.0,12.0,,,,,
Deportes Tolima,Leider Riascos,Apertura 2024A,0.0,3.0,12.0,0.0,72.41,1.0,4.0,0.0,0.0,4.0,0.0,0.0,63.0,0.0,,,,,
Deportes Tolima,Leider Riascos,Clausura 2023B,0.0,6.0,10.0,0.0,78.79,0.0,9.0,0.0,3.0,9.0,0.0,1.0,156.0,5.0,,,,,
Deportes Tolima,Leider Riascos,Apertura 2023A,0.0,13.0,20.0,0.0,79.72,0.0,12.0,0.0,15.0,22.0,0.0,1.0,342.0,12.0,,,,,
Deportivo La Equidad,Leiner Escalante,Clausura 2024B,2.0,2.0,4.0,1.0,68.42,0.0,9.0,22.22,1.0,1.0,0.0,0.0,65.0,6.0,,,,,
Deportivo La Equidad,Leiner Escalante,Apertura 2024A,2.0,2.0,4.0,0.0,78.16,1.0,13.0,15.38,2.0,2.0,0.0,0.0,68.0,2.0,,,,,
Millonarios,Leonardo Castro,Apertura 2025A,6.0,1.0,2.0,0.0,72.5,1.0,17.0,35.29,1.0,4.0,0.0,0.0,87.0,4.0,,,,,
Millonarios,Leonardo Castro,Clausura 2024B,8.0,6.0,6.0,0.0,69.88,2.0,46.0,17.39,0.0,10.0,0.0,3.0,239.0,15.0,,,,,
Millonarios,Leonardo Castro,Apertura 2024A,10.0,12.0,12.0,2.0,65.08,3.0,55.0,18.18,2.0,15.0,0.0,4.0,164.0,15.0,,,,,
Millonarios,Leonardo Castro,Clausura 2023B,5.0,6.0,9.0,1.0,70.85,8.0,68.0,7.35,5.0,17.0,0.0,4.0,226.0,14.0,,,,,
Millonarios,Leonardo Castro,Apertura 2023A,6.0,10.0,3.0,1.0,67.25,3.0,30.0,20.0,3.0,8.0,0.0,3.0,154.0,16.0,,,,,
Atlético Huila,Leonardo Escorcia,Clausura 2023B,0.0,1.0,4.0,1.0,75.93,2.0,10.0,0.0,10.0,55.0,0.0,1.0,325.0,4.0,,,,,
Atlético Huila,Leonardo Escorcia,Apertura 2023A,6.0,0.0,8.0,1.0,70.74,1.0,23.0,26.09,24.0,71.0,0.0,2.0,411.0,3.0,,,,,
Atlético Bucaramanga,Leonardo Flores,Apertura 2025A,1.0,2.0,7.0,0.0,79.42,0.0,9.0,11.11,6.0,7.0,0.0,0.0,220.0,17.0,,,,,
Atlético Bucaramanga,Leonardo Flores,Clausura 2024B,2.0,3.0,6.0,1.0,75.3,0.0,10.0,20.0,5.0,7.0,0.0,0.0,189.0,12.0,,,,,
Atlético Bucaramanga,Leonardo Flores,Apertura 2024A,0.0,7.0,29.0,1.0,79.23,0.0,8.0,0.0,16.0,7.0,0.0,0.0,351.0,9.0,,,,,
Fortaleza CEIF,Leonardo Pico,Apertura 2025A,0.0,5.0,11.0,1.0,90.42,0.0,8.0,0.0,13.0,5.0,0.0,1.0,453.0,5.0,,,,,
Fortaleza CEIF,Leonardo Pico,Clausura 2024B,0.0,8.0,16.0,2.0,90.5,0.0,2.0,0.0,15.0,17.0,0.0,0.0,762.0,10.0,,,,,
Fortaleza CEIF,Leonardo Pico,Apertura 2024A,0.0,14.0,23.0,0.0,89.27,0.0,8.0,0.0,13.0,11.0,1.0,0.0,790.0,8.0,,,,,
Once Caldas,Leonardo Pico,Apertura 2023A,0.0,2.0,4.0,0.0,89.29,0.0,0.0,0.0,2.0,2.0,0.0,0.0,50.0,0.0,,,,,
Alianza Valledupar FC,Leonardo Saldaña,Apertura 2025A,0.0,2.0,6.0,0.0,70.99,0.0,3.0,0.0,2.0,6.0,0.0,0.0,93.0,3.0,,,,,
Alianza Valledupar FC,Leonardo Saldaña,Clausura 2024B,1.0,2.0,20.0,2.0,76.49,1.0,14.0,7.14,16.0,33.0,0.0,1.0,410.0,20.0,,,,,
Alianza Valledupar FC,Leonardo Saldaña,Apertura 2024A,1.0,1.0,11.0,0.0,79.32,0.0,4.0,25.0,3.0,16.0,0.0,0.0,188.0,11.0,,,,,
Alianza Petrolera,Leonardo Saldaña,Clausura 2023B,0.0,3.0,35.0,1.0,70.95,0.0,5.0,0.0,23.0,39.0,0.0,2.0,420.0,29.0,,,,,
Alianza Petrolera,Leonardo Saldaña,Apertura 2023A,1.0,4.0,19.0,2.0,77.75,1.0,11.0,9.09,11.0,23.0,0.0,1.0,311.0,11.0,,,,,
Once Caldas,Leyder Moran,Clausura 2024B,0.0,3.0,3.0,0.0,47.83,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,0.0,,,,,
Once Caldas,Leyder Moran,Clausura 2023B,0.0,2.0,10.0,0.0,75.0,0.0,2.0,0.0,6.0,16.0,0.0,0.0,144.0,2.0,,,,,
Once Caldas,Leyder Moran,Apertura 2023A,0.0,2.0,23.0,0.0,71.93,0.0,2.0,0.0,12.0,16.0,0.0,1.0,164.0,7.0,,,,,
Envigado FC,Leyder Robledo,Clausura 2024B,0.0,4.0,1.0,0.0,75.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,21.0,0.0,,,,,
Deportes Tolima,Lucas González,Apertura 2024A,1.0,1.0,6.0,0.0,67.92,0.0,7.0,14.29,4.0,4.0,0.0,0.0,36.0,2.0,,,,,
Deportes Tolima,Lucas González,Clausura 2023B,0.0,1.0,0.0,0.0,65.52,1.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,,,,,
Independiente Santa Fe,Lucas Ríos,Apertura 2025A,0.0,2.0,2.0,0.0,60.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,33.0,2.0,,,,,
Once Caldas,Lucas Ríos,Clausura 2024B,0.0,21.0,14.0,4.0,79.5,1.0,28.0,0.0,4.0,7.0,0.0,4.0,380.0,41.0,,,,,
Alianza Valledupar FC,Luciano Ospina,Clausura 2024B,0.0,0.0,6.0,0.0,81.18,0.0,5.0,0.0,7.0,50.0,0.0,0.0,276.0,1.0,,,,,
Alianza Valledupar FC,Luciano Ospina,Apertura 2024A,0.0,1.0,9.0,0.0,79.67,0.0,2.0,0.0,7.0,45.0,0.0,0.0,192.0,1.0,,,,,
Alianza Petrolera,Luciano Ospina,Clausura 2023B,0.0,0.0,14.0,0.0,75.31,0.0,4.0,0.0,15.0,78.0,0.0,0.0,421.0,0.0,,,,,
Alianza Petrolera,Luciano Ospina,Apertura 2023A,1.0,0.0,19.0,0.0,83.17,0.0,12.0,8.33,34.0,116.0,1.0,1.0,756.0,3.0,,,,,
Atlético Bucaramanga,Luciano Pons,Apertura 2025A,1.0,1.0,3.0,0.0,79.45,1.0,16.0,6.25,0.0,1.0,0.0,0.0,58.0,3.0,,,,,
Independiente Medellín,Luciano Pons,Clausura 2023B,4.0,4.0,18.0,0.0,70.44,4.0,42.0,9.52,8.0,18.0,0.0,1.0,224.0,14.0,,,,,
Independiente Medellín,Luciano Pons,Apertura 2023A,3.0,5.0,8.0,2.0,73.95,4.0,51.0,5.88,7.0,12.0,0.0,5.0,264.0,26.0,,,,,
América de Cali,Luis Alejandro Paz,Clausura 2024B,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,,,,,
América de Cali,Luis Alejandro Paz,Apertura 2024A,0.0,1.0,15.0,0.0,86.05,0.0,5.0,0.0,7.0,6.0,0.0,0.0,296.0,5.0,,,,,
América de Cali,Luis Alejandro Paz,Clausura 2023B,0.0,1.0,36.0,0.0,86.59,0.0,1.0,0.0,8.0,20.0,0.0,0.0,562.0,2.0,,,,,
América de Cali,Luis Alejandro Paz,Apertura 2023A,0.0,0.0,28.0,0.0,82.66,0.0,2.0,0.0,11.0,12.0,0.0,0.0,267.0,3.0,,,,,
Deportivo Pasto,Luis Caicedo,Apertura 2025A,0.0,0.0,9.0,0.0,81.42,0.0,1.0,0.0,10.0,24.0,0.0,0.0,241.0,1.0,,,,,
Boyacá Chicó FC,Luis Caicedo,Clausura 2024B,0.0,0.0,0.0,0.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,
Atlético Huila,Luis Caicedo,Clausura 2023B,0.0,1.0,20.0,0.0,75.93,0.0,1.0,0.0,16.0,67.0,0.0,1.0,325.0,9.0,,,,,
Millonarios,Luis Carlos Ruiz Morales,Apertura 2023A,1.0,1.0,4.0,1.0,75.76,0.0,5.0,20.0,0.0,0.0,0.0,1.0,75.0,4.0,,,,,
Junior Barranquilla,Luis Daniel González,Apertura 2025A,1.0,0.0,1.0,1.0,85.71,0.0,3.0,33.33,0.0,0.0,0.0,1.0,66.0,3.0,,,,,
Junior Barranquilla,Luis Daniel González,Clausura 2024B,1.0,4.0,4.0,2.0,84.45,0.0,13.0,7.69,0.0,2.0,0.0,0.0,239.0,12.0,,,,,
Junior Barranquilla,Luis Daniel González,Apertura 2024A,1.0,8.0,5.0,2.0,79.92,0.0,17.0,5.88,2.0,1.0,0.0,1.0,211.0,21.0,,,,,
Junior Barranquilla,Luis Daniel González,Clausura 2023B,7.0,18.0,15.0,3.0,82.79,0.0,39.0,17.95,5.0,1.0,0.0,5.0,606.0,46.0,,,,,
Junior Barranquilla,Luis Daniel González,Apertura 2023A,2.0,15.0,5.0,2.0,84.1,1.0,32.0,6.25,3.0,2.0,0.0,3.0,386.0,18.0,,,,,
Deportivo Pereira,Luis David Gonzalez,Apertura 2024A,0.0,0.0,1.0,0.0,71.43,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,,,,,
Envigado FC,Luis Díaz,Apertura 2025A,1.0,8.0,6.0,2.0,71.34,0.0,11.0,9.09,6.0,18.0,0.0,0.0,112.0,6.0,,,,,
Envigado FC,Luis Díaz,Clausura 2024B,0.0,12.0,10.0,1.0,69.6,4.0,22.0,0.0,8.0,18.0,0.0,2.0,158.0,18.0,,,,,
Envigado FC,Luis Díaz,Apertura 2024A,3.0,11.0,13.0,1.0,73.88,2.0,27.0,11.11,7.0,19.0,0.0,1.0,198.0,17.0,,,,,
Envigado FC,Luis Díaz,Clausura 2023B,4.0,6.0,8.0,0.0,72.43,4.0,24.0,16.67,2.0,5.0,0.0,1.0,134.0,5.0,,,,,
Envigado FC,Luis Díaz,Apertura 2023A,3.0,9.0,10.0,0.0,77.54,5.0,25.0,12.0,0.0,4.0,0.0,0.0,107.0,8.0,,,,,
Independiente Medellín,Luis Escorcia,Apertura 2025A,0.0,1.0,3.0,0.0,84.69,0.0,1.0,0.0,3.0,22.0,0.0,0.0,166.0,0.0,,,,,
Independiente Medellín,Luis Escorcia,Clausura 2024B,0.0,0.0,5.0,0.0,76.86,0.0,0.0,0.0,2.0,4.0,0.0,0.0,93.0,0.0,,,,,
Envigado FC,Luis Gomez,Clausura 2023B,0.0,1.0,3.0,0.0,59.18,0.0,1.0,0.0,1.0,0.0,0.0,0.0,29.0,1.0,,,,,
Envigado FC,Luis Gomez,Apertura 2023A,0.0,3.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,,,,,
América de Cali,Luis Gómez,Apertura 2025A,2.0,7.0,2.0,0.0,81.82,0.0,14.0,14.29,3.0,2.0,0.0,0.0,90.0,10.0,,,,,
América de Cali,Luis Gómez,Clausura 2024B,1.0,5.0,7.0,0.0,77.56,3.0,33.0,3.03,0.0,2.0,0.0,0.0,159.0,10.0,,,,,
Deportivo Cali,Luis Haquín,Clausura 2023B,0.0,2.0,7.0,1.0,78.16,1.0,7.0,0.0,18.0,38.0,0.0,0.0,383.0,3.0,,,,,
Millonarios,Luis Marimón,Apertura 2025A,2.0,0.0,2.0,0.0,91.67,0.0,5.0,40.0,1.0,1.0,0.0,0.0,22.0,1.0,,,,,
Atlético Nacional,Luis Marquinez,Apertura 2025A,0.0,0.0,0.0,0.0,79.31,0.0,0.0,0.0,0.0,2.0,0.0,0.0,23.0,0.0,2.0,0.0,0.0,1.0,2.0
Atlético Nacional,Luis Marquinez,Clausura 2024B,0.0,0.0,1.0,0.0,63.22,0.0,0.0,0.0,0.0,8.0,1.0,0.0,110.0,0.0,25.0,0.0,0.0,13.0,5.0
Alianza Petrolera,Luis Miguel Angulo,Apertura 2023A,3.0,26.0,24.0,0.0,78.43,2.0,25.0,12.0,8.0,0.0,0.0,7.0,320.0,28.0,,,,,
Deportes Tolima,Luis Miranda,Apertura 2025A,1.0,3.0,9.0,0.0,78.26,1.0,6.0,16.67,2.0,3.0,0.0,0.0,90.0,1.0,,,,,
Deportes Tolima,Luis Miranda,Clausura 2024B,0.0,2.0,8.0,2.0,72.34,0.0,3.0,0.0,3.0,2.0,0.0,0.0,68.0,4.0,,,,,
Deportes Tolima,Luis Miranda,Apertura 2024A,1.0,1.0,0.0,0.0,58.14,0.0,5.0,20.0,2.0,1.0,0.0,1.0,25.0,4.0,,,,,
Once Caldas,Luis Miranda,Clausura 2023B,1.0,8.0,6.0,3.0,61.87,0.0,9.0,11.11,6.0,1.0,0.0,2.0,86.0,7.0,,,,,
Once Caldas,Luis Miranda,Apertura 2023A,0.0,6.0,5.0,1.0,68.48,2.0,7.0,0.0,6.0,1.0,0.0,0.0,63.0,4.0,,,,,
Independiente Medellín,Luis Orejuela,Apertura 2024A,0.0,3.0,16.0,0.0,78.67,1.0,6.0,0.0,9.0,9.0,0.0,1.0,295.0,11.0,,,,,
Independiente Medellín,Luis Orejuela,Clausura 2023B,1.0,17.0,25.0,0.0,79.22,2.0,14.0,7.14,13.0,25.0,0.0,2.0,427.0,16.0,,,,,
Once Caldas,Luis Palacios,Apertura 2025A,1.0,4.0,3.0,0.0,76.47,0.0,7.0,14.29,3.0,6.0,0.0,0.0,65.0,8.0,,,,,
Once Caldas,Luis Palacios,Clausura 2024B,0.0,10.0,16.0,1.0,73.94,0.0,20.0,0.0,5.0,14.0,0.0,0.0,210.0,9.0,,,,,
Once Caldas,Luis Palacios,Apertura 2024A,0.0,5.0,9.0,0.0,69.18,2.0,9.0,0.0,0.0,9.0,0.0,1.0,110.0,6.0,,,,,
Deportivo La Equidad,Luis Palacios,Clausura 2023B,0.0,2.0,2.0,0.0,60.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,,,,,
Deportivo La Equidad,Luis Palacios,Apertura 2023A,0.0,1.0,1.0,0.0,78.57,0.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,,,,,
Millonarios,Luis Paredes,Apertura 2024A,0.0,0.0,4.0,0.0,65.38,0.0,2.0,0.0,0.0,2.0,0.0,0.0,17.0,2.0,,,,,
Millonarios,Luis Paredes,Clausura 2023B,0.0,16.0,5.0,0.0,73.96,1.0,13.0,0.0,1.0,3.0,0.0,0.0,142.0,2.0,,,,,
Millonarios,Luis Paredes,Apertura 2023A,2.0,4.0,8.0,0.0,76.3,3.0,20.0,10.0,6.0,1.0,0.0,0.0,161.0,7.0,,,,,
Patriotas Boyacá,Luis Payares,Apertura 2024A,0.0,2.0,12.0,0.0,82.35,0.0,7.0,0.0,2.0,46.0,0.0,0.0,308.0,6.0,,,,,
Alianza Valledupar FC,Luis Pérez,Apertura 2025A,0.0,3.0,11.0,0.0,80.61,0.0,7.0,0.0,11.0,14.0,0.0,0.0,291.0,11.0,,,,,
Once Caldas,Luis Pérez,Clausura 2023B,0.0,6.0,24.0,1.0,81.13,1.0,18.0,0.0,12.0,23.0,0.0,2.0,619.0,19.0,,,,,
Once Caldas,Luis Pérez,Apertura 2023A,0.0,7.0,31.0,0.0,81.47,0.0,13.0,0.0,22.0,17.0,0.0,0.0,567.0,20.0,,,,,
América de Cali,Luis Ramos,Apertura 2025A,1.0,0.0,1.0,0.0,71.88,0.0,9.0,11.11,0.0,3.0,0.0,0.0,46.0,6.0,,,,,
Independiente Santa Fe,Luis Renteria,Clausura 2023B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Independiente Santa Fe,Luis Renteria,Apertura 2023A,0.0,0.0,1.0,0.0,90.91,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,,,,,
Independiente Medellín,Luis Sandoval,Apertura 2025A,3.0,4.0,5.0,0.0,73.74,1.0,22.0,13.64,1.0,4.0,0.0,1.0,219.0,29.0,,,,,
Independiente Medellín,Luis Sandoval,Clausura 2024B,2.0,6.0,3.0,1.0,75.13,1.0,23.0,8.7,1.0,9.0,0.0,1.0,299.0,19.0,,,,,
Deportivo Cali,Luis Sandoval,Apertura 2024A,3.0,13.0,2.0,1.0,70.37,1.0,11.0,27.27,0.0,2.0,0.0,0.0,76.0,6.0,,,,,
Deportivo Cali,Luis Sandoval,Clausura 2023B,9.0,19.0,9.0,2.0,68.82,5.0,58.0,15.52,1.0,5.0,0.0,3.0,245.0,22.0,,,,,
Junior Barranquilla,Luis Sandoval,Apertura 2023A,3.0,3.0,4.0,0.0,72.67,1.0,13.0,23.08,4.0,1.0,0.0,0.0,109.0,4.0,,,,,
Fortaleza CEIF,Luis Sánchez,Apertura 2025A,1.0,5.0,7.0,0.0,81.25,1.0,21.0,4.76,7.0,2.0,0.0,0.0,286.0,14.0,,,,,
América de Cali,Luis Sánchez,Apertura 2024A,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,
América de Cali,Luis Sánchez,Apertura 2023A,3.0,5.0,9.0,3.0,82.3,0.0,13.0,23.08,7.0,2.0,0.0,4.0,251.0,21.0,,,,,
Atlético Bucaramanga,Luis Vásquez,Clausura 2024B,0.0,0.0,0.0,0.0,77.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,3.0,1.0,0.0,1.0,0.0
Atlético Bucaramanga,Luis Vásquez,Apertura 2024A,0.0,0.0,0.0,0.0,41.33,0.0,0.0,0.0,0.0,5.0,0.0,0.0,31.0,0.0,11.0,1.0,0.0,3.0,0.0
Atlético Huila,Luis Vásquez,Clausura 2023B,0.0,0.0,0.0,0.0,63.25,0.0,0.0,0.0,1.0,5.0,0.0,0.0,105.0,0.0,24.0,0.0,0.0,13.0,1.0
Independiente Medellín,Luis Vásquez,Apertura 2023A,0.0,0.0,0.0,0.0,73.8,0.0,0.0,0.0,0.0,6.0,0.0,0.0,200.0,0.0,30.0,3.0,0.0,14.0,0.0
Independiente Medellín,Léider Berrío,Apertura 2025A,0.0,2.0,7.0,3.0,80.77,0.0,21.0,0.0,3.0,2.0,0.0,1.0,189.0,15.0,,,,,
Junior Barranquilla,Léider Berrío,Clausura 2024B,0.0,0.0,1.0,1.0,73.68,0.0,4.0,0.0,2.0,1.0,0.0,0.0,42.0,3.0,,,,,
Junior Barranquilla,Léider Berrío,Apertura 2024A,0.0,0.0,2.0,0.0,82.44,0.0,3.0,0.0,1.0,0.0,0.0,0.0,108.0,0.0,,,,,
Junior Barranquilla,Léider Berrío,Clausura 2023B,0.0,4.0,6.0,1.0,81.4,1.0,6.0,0.0,1.0,1.0,0.0,0.0,140.0,3.0,,,,,
Junior Barranquilla,Léider Berrío,Apertura 2023A,1.0,4.0,21.0,2.0,78.81,3.0,29.0,3.45,6.0,2.0,0.0,1.0,279.0,14.0,,,,,
Independiente Medellín,Léyser Chaverra,Apertura 2025A,3.0,1.0,11.0,0.0,83.67,0.0,8.0,37.5,13.0,26.0,0.0,2.0,492.0,11.0,,,,,
Independiente Medellín,Léyser Chaverra,Clausura 2024B,3.0,7.0,14.0,0.0,78.83,0.0,9.0,33.33,19.0,22.0,0.0,3.0,514.0,18.0,,,,,
Independiente Medellín,Léyser Chaverra,Apertura 2024A,2.0,5.0,12.0,1.0,76.26,1.0,7.0,28.57,8.0,30.0,0.0,0.0,408.0,7.0,,,,,
Independiente Medellín,Léyser Chaverra,Clausura 2023B,0.0,4.0,21.0,0.0,73.88,0.0,4.0,0.0,17.0,33.0,0.0,0.0,379.0,7.0,,,,,
Alianza Valledupar FC,Macnelly Torres,Apertura 2024A,0.0,3.0,0.0,0.0,66.67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,,,,,
Llaneros FC,Maicol Medina,Apertura 2025A,0.0,0.0,1.0,0.0,85.71,0.0,1.0,0.0,10.0,7.0,0.0,0.0,114.0,0.0,,,,,
Deportivo Pereira,Maicol Medina,Clausura 2023B,0.0,1.0,9.0,1.0,78.68,0.0,5.0,0.0,4.0,5.0,0.0,0.0,203.0,2.0,,,,,
Deportivo Pereira,Maicol Medina,Apertura 2023A,2.0,3.0,12.0,0.0,84.31,0.0,23.0,8.7,13.0,15.0,0.0,1.0,446.0,9.0,,,,,
Atlético Huila,Maicol Sequeda,Clausura 2023B,0.0,0.0,2.0,0.0,70.83,0.0,4.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,,,,,
América de Cali,Maicol Valencia,Clausura 2023B,0.0,1.0,2.0,0.0,81.82,0.0,1.0,0.0,2.0,1.0,0.0,0.0,9.0,0.0,,,,,
Once Caldas,Manuel Arteaga,Apertura 2025A,0.0,0.0,0.0,0.0,84.62,0.0,2.0,0.0,1.0,2.0,0.0,0.0,33.0,1.0,,,,,
Once Caldas,Manuel Arteaga,Clausura 2024B,0.0,2.0,3.0,0.0,72.92,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,4.0,,,,,
Atlético Huila,Marcelo Davalos,Apertura 2023A,0.0,0.0,0.0,0.0,54.55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,
Independiente Santa Fe,Marcelo Ortíz,Clausura 2024B,0.0,0.0,16.0,0.0,65.0,0.0,2.0,0.0,21.0,35.0,0.0,0.0,260.0,0.0,,,,,
Independiente Santa Fe,Marcelo Ortíz,Apertura 2024A,2.0,4.0,27.0,2.0,66.97,1.0,17.0,11.76,26.0,66.0,0.0,1.0,521.0,5.0,,,,,
Junior Barranquilla,Marco Pérez,Apertura 2025A,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,
Junior Barranquilla,Marco Pérez,Clausura 2024B,1.0,1.0,0.0,0.0,75.0,0.0,7.0,14.29,0.0,1.0,0.0,0.0,30.0,2.0,,,,,
Junior Barranquilla,Marco Pérez,Apertura 2024A,2.0,2.0,0.0,1.0,66.92,4.0,25.0,8.0,0.0,12.0,0.0,2.0,89.0,10.0,,,,,
Rionegro Águilas Doradas,Marco Pérez,Clausura 2023B,15.0,6.0,4.0,2.0,70.1,6.0,70.0,21.43,1.0,27.0,0.0,3.0,211.0,19.0,,,,,
Rionegro Águilas Doradas,Marco Pérez,Apertura 2023A,13.0,5.0,4.0,1.0,69.88,4.0,61.0,21.31,1.0,30.0,0.0,1.0,225.0,23.0,,,,,
Deportivo Pasto,Marcos Espíndola,Clausura 2024B,0.0,0.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,3.0,0.0,0.0,22.0,0.0,11.0,1.0,0.0,5.0,1.0
